prop_rates
0.849
0.0
0.00666667
0.74888889
0.0
0.0
0.0
0.42
0.0
0.76153846
0.72
0.5
0.564
0.55448276
0.41142857
0.0
0.0
0.648
0.6
0.00272727
0.0
0.0
0.09142857
0.6975
0.124
0.36
0.3
0.45
0.32
0.0
0.7824
0.4325
0.34714286
0.0
0.18342857
0.015
0.0
0.0
0.32
0.30666667
0.696
0.072
0.675
0.27333333
0.0
0.18
0.68470588
0.0
0.42
0.0
0.0
0.795
0.0
0.72
0.675
0.42
0.84521739
0.198
0.0
0.705
0.6045
0.79666667
0.336591611
0.018367089
0.0
0.153710817
0.132292208
0.291380846
0.231
0.660043764
0.61812156
0.0
0.672071111
0.0
0.090917895
0.0
0.0
0.0
0.0
0.193153153
0.0
0.0
0.0
0.0
0.105224839
0.154011062
0.082015556
0.0
0.0
0.0
0.0
0.0
0.0
0.238
0.331692754
0.0
0.0
0.0
0.022259414
0.120904656
0.402253555
0.249
0.0
0.151464789
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.643052632
0.585417062
0.06629375
0.0
0.0
0.002328889
0.05391831
0.755334112
0.192481153
0.069534368
0.112
0.0
0.000995556
0.112
0.112
0.0
0.015208333
0.0
0.0
0.0
0.0
0.0
0.0
0.016933185
0.0
0.0
0.0
0.076
0.0
0.1187
0.719097087
0.047666667
0.0
0.0
0.248780761
0.742379775
0.004106904
0.358578475
0.133
0.735559091
0.145002222
0.379828125
0.13203118
0.185033333
0.307306488
0.0
0.162873051
0.0
0.0
0.0
0.0
0.244
0.0
0.0
0.000987124
0.130321508
0.641
0.031829268
0.0
0.0
0.0
0.0
0.0
0.0
0.187
0.0
0.627176339
0.259551111
0.0
0.01324
0.162657778
0.112528889
0.0
0.0
0.0
0.0
0.031206208
0.072795556
0.199
0.741538793
0.0
0.661445434
0.028812903
0.0
0.0
0.799467849
0.002847007
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.146263858
0.536640798
0.012372506
0.0
0.427430412
0.0
0.0
0.00526
0.0
0.0
0.0
0.19210084
0.0
0.915
2.184
1.682307692
8.225294118
1.382769231
3.319534884
1.408333333
8.057142857
6.353684211
7.951578947
1.724117647
32.94
1.86
1.047272727
0.98
3.868571429
1.189090909
6.122666667
9.2175
8.426842105
8.082857143
2.367272727
3.1365
0.993818182
2.152222222
1.586571429
6.81
2.343870968
9.0264
1.002857143
1.107857143
0.913333333
1.908
0.984255319
1.926666667
0.992727273
3.492941176
9.169169903
3.161750552
1.048323864
7.134005435
15.63723327
1.780610723
1.224131818
2.683602679
6.212222222
1.023029213
2.227455782
10.20726291
